站號,站名,海拔高度(m),經度,緯度,城市,地址,資料起始日期,撤站日期,備註,原站號,新站號
C0X160,仁德,26,120.2577,22.9683,臺南市,仁德區仁義路432號(仁德消防分隊),2013/04/18,　,　,　,　
C0X170,關廟,50,120.3278,22.963,臺南市,關廟區中正路998號(關廟區公所3樓頂),2013/08/01,　,　,　,　
C0X180,山上,62,120.3633,23.0757,臺南市,山上區豐德里隙子口5之1號(中油豐德供油中心2樓頂),2013/04/18,　,　,　,　
C0X190,安平,10,120.1522,22.9932,臺南市,安平區城平路2號(台江國家公園管理處),2013/04/18,　,　,　,　
C0X200,左鎮,61,120.4085,23.0568,臺南市,左鎮區中正里171號之4(左鎮區公所),2013/04/18,　,2016/10/18因公所施工暫時無法提供資料，2017/1/24完工。,　,　
C0X210,白河,38,120.4144,23.3475,臺南市,白河區中山路6號(白河消防分隊),2015/07/03,　,　,　,　
C0X220,學甲,26,120.1822,23.2304,臺南市,學甲區華宗路313號(學甲區公所),2015/07/03,　,　,　,　
C0X230,鹽水,29,120.2476,23.2726,臺南市,鹽水區竹埔里1號(竹埔派出所),2015/07/03,　,　,　,　
C0X240,關子嶺,394,120.508,23.3312,臺南市,白河區關嶺里94-3號(仙草國小關嶺分校),2015/07/03,　,於2015/12/8短距離移位。本站於2015/11/23起進行儀器汰換，並於2015/12/8完成驗收。,　,　
C0X250,新營,33,120.3167,23.3107,臺南市,新營區中正路30號(新營市代會),2015/07/03,　,　,　,　
C0X260,後壁,39,120.3623,23.3664,臺南市,後壁區後壁里129號(後壁圖書館),2015/07/03,　,　,　,　
C0X270,柳營,33,120.3736,23.2572,臺南市,柳營區果毅里61號(果毅國小),2015/07/03,　,　,　,　
C0X280,將軍,22,120.1358,23.215,臺南市,將軍區將貴里58號(將軍國小),2015/07/03,　,　,　,　
C0X290,北門,10,120.1255,23.2678,臺南市,北門區北門里舊埕108號(北門區公所),2016/01/01,　,　,　,　
C0X300,鹿寮,70,120.4773,23.386,臺南市,白河區崎內里12號(鹿寮水庫),2016/01/01,　,　,　,　
C0X310,七股,9,120.0863,23.1473,臺南市,七股區鹽埕237-11號(氣象局七股雷達站區內),2016/02/01,　,　,　,　
C0Z020,明里,211,121.2623,23.2087,花蓮縣,富里鄉明里村明里社區後方山上,2010/07/01,　,原(C1Z020)站因擴充為氣象站，於2010/7/1升級為(C0Z020)站。,C1Z020,　
C0Z050,佳心,830,121.2132,23.3455,花蓮縣,卓溪鄉佳心(玉山國家公園內，距花蓮卓溪鄉南安遊客步行2.5時之日據時代派出所舊址),1997/07/01,　,　,　,　
C0Z061,玉里,174,121.3397,23.3215,花蓮縣,玉里鎮樂合里新民41號(樂合國小),2008/02/20,　,原(C0Z060)站因移位，於2008/2/20更變為(C0Z061)站。,C0Z060,　
C0Z070,舞鶴,272,121.3741,23.4681,花蓮縣,瑞穗鄉舞鶴村加納納山三角點旁,1997/07/01,　,　,　,　
C0Z080,富源,298,121.3782,23.5876,花蓮縣,光復鄉大豐村9鄰265號(富源國中對面之半山腰上),2012/01/01,　,　,　,　
C0Z100,東華,36,121.5498,23.8953,花蓮縣,壽豐鄉大學路二段1號（國立東華大學）,2014/01/01,　,本站於2017/3/29起進行儀器汰換，於2017/6/3完成驗收。,　,　
C0Z150,吉安光華,27,121.5952,23.9309,花蓮縣,吉安鄉南濱路一段531號(水資源回收中心),2017/06/03,　,　,　,　
C0Z160,鳳林,124,121.4534,23.7461,花蓮縣,鳳林鎮信義路200號(鳳林地政事務所),2017/06/03,　,原(C1T930)站因移位及升級，於2017/6/3升級為(C0Z120)站。,C1T930,　
C0Z200,萬榮,153,121.4201,23.7092,花蓮縣,鳳林鎮長橋里長橋路2號(長橋國小),2017/06/03,　,　,　,　
C0Z260,豐裡,64,121.5076,23.8421,花蓮縣,壽豐鄉豐裡村中山路299號(豐裡國小),2017/06/03,　,　,　,　
C0Z270,蕃薯寮,343,121.5401,23.7384,花蓮縣,壽豐鄉水璉村蕃薯寮附近山區道路旁(牛山段607地號內),2017/06/03,　,　,　,　
C1A630,下盆,527,121.5386,24.771,新北市,烏來區東勢溪中游(步行一小時),1987/06/01,　,　,　,　
C1A730,公館,22,121.5395,25.0144,臺北市,大安區羅斯福路四段1號(臺灣大學大氣科學系觀測坪內),1987/06/01,　,　,　,　
C1A9N0,四十份,435,121.5933,24.9342,新北市,新店區北宜路旁(文山事業區第四林班),2000/06/01,　,　,　,　
C1AC50,關渡,111,121.4693,25.1335,臺北市,北投區學園路2號(臺北城市科技大學校園內5樓頂),1992/05/20,　,原(C1A970)站因與三貂角氣象站(C0A970)重複編號，於2008/2/25起變更站碼為(C1AC50)。2009/2/18～2009/2/19原址儀器汰換，原站址位於校園內，汰換後移至樓頂。,C1A970,　
C1C510,水尾,106,121.0872,24.9401,桃園市,楊梅區豐野里1鄰151號(富崗水尾工作站內),1987/06/01,　,　,　,　
C1D380,新埔,65,121.0383,24.8475,新竹縣,新埔鎮下寮里43號義民廟右方路旁,1987/06/01,　,　,　,　
C1D400,鳥嘴山,839,121.2839,24.7191,新竹縣,尖石鄉新樂村復興礦場,1987/06/01,　,　,　,　
C1D410,白蘭,1290,121.0799,24.5794,新竹縣,五峰鄉桃山村,1987/06/01,　,　,　,　
C1D420,太閣南,1279,121.1606,24.6328,新竹縣,五峰鄉羅山工作站後方山頂羅山瞭望台旁,1987/06/01,　,　,　,　
C1D630,飛鳳山,462,121.1192,24.7665,新竹縣,芎林鄉王爺坑段83-7號地,2011/12/01,　,　,　,　
C1D640,外坪(五指山),718,121.091,24.6444,新竹縣,北埔鄉大坪段內大坪小段36-54號地,2011/12/01,　,原名為外坪，於2016/4/26更名為外坪(五指山)。,　,　
C1E451,象鼻,950,120.9402,24.3686,苗栗縣,泰安鄉象鼻村,2011/11/01,　,原(C1E450)站因儀器汰換，於2011/11/1更變為(C1E451)站。,C1E450,　
C1E461,松安,1325,120.986,24.398,苗栗縣,泰安鄉雪霸國家公園二本松解說站旁,2011/11/01,　,原(C1E460)站因儀器汰換，於2011/11/1更變為(C1E461)站。,C1E460,　
C1E480,鳳美,576,121.0347,24.5548,苗栗縣,南庄鄉東河村24鄰石門1號(南庄往鹿場途中),1990/07/21,　,　,　,　
C1E511,新開,326,120.827,24.3477,苗栗縣,大湖鄉新開村新開4鄰20號旁,2011/11/01,　,原(C1E510)站因儀器汰換，於2011/11/1更變為(C1E511)站。,C1E510,　
C1E601,南勢,125,120.7348,24.5725,苗栗縣,後龍鎮南港里南勢山,2011/11/01,　,原(C1E600)站因儀器汰換，於2011/11/1更變為(C1E601)站。,C1E600,　
C1E670,南礦,1209,121.0028,24.5383,苗栗縣,南庄鄉蓬萊林道末端(南庄事業區18林班地),2002/08/01,　,　,　,　
C1E681,南勢山,977,120.9238,24.4217,苗栗縣,泰安鄉大興村(從泰安國小進入站址車程約10分鐘),2011/11/01,　,原(C1E680)站因儀器汰換，於2011/11/1更變為(C1E681)站。,C1E680,　
C1E691,南湖,786,120.8375,24.4014,苗栗縣,大湖鄉(位於南湖台3線135k處之吊樑道山上),2011/11/01,　,原(C1E690)站因儀器汰換，於2011/11/1更變為(C1E691)站。,C1E690,　
C1E701,八卦,737,120.9276,24.4918,苗栗縣,泰安鄉(與八卦派出所相距約1.2k處),2011/11/01,　,原(C1E700)站因儀器汰換，於2011/11/1更變為(C1E701)站。,C1E700,　
C1E711,馬拉邦山,990,120.9017,24.3673,苗栗縣,大湖鄉東興村(馬拉邦山登山口),2011/11/01,　,原(C1E710)站因儀器汰換，於2011/11/1更變為(C1E711)站。,C1E710,　
C1E721,泰安,1409,120.968,24.489,苗栗縣,泰安鄉橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2011/11/01,　,原(C1E720)站因儀器汰換，於2011/11/1更變為(C1E721)站。,C1E720,　
C1E770,公館,83,120.8308,24.5269,苗栗縣,公館鄉鶴岡村178號(鶴岡國中),2011/11/01,　,　,　,　
C1F871,上谷關,1000,121.0186,24.2035,臺中市,和平區(博愛國小谷關分校附近),2011/11/01,　,原(C1F870)站因儀器汰換，於2011/11/1更變為(C1F871)站。,C1F870,　
C1F891,稍來,2205,121.0056,24.2635,臺中市,和平區八仙山事業區49林班地船型山苗圃廢棄觀測坪附近,2011/11/01,　,原(C1F890)站因儀器汰換，於2011/11/1更變為(C1F891)站。,C1F890,　
C1F911,新伯公,417,120.8411,24.2214,臺中市,東勢區詒福段163地號(台電公司門前右前方),2011/11/01,　,原(C1F910)站因儀器汰換，於2011/11/1更變為(C1F911)站。,C1F910,　
C1F941,雪嶺,2620,121.0266,24.2806,臺中市,和平區雪嶺地區八仙山事業區60林班地小雪山莊後方水塔後山頂,2011/11/01,　,原(C1F940)站因儀器汰換，於2011/11/1更變為(C1F941)站。,C1F940,　
C1F9B1,桐林,130,120.7352,24.0662,臺中市,霧峰區桐林里民生路(桐林國小斜對面),2011/11/01,　,原(C1F9B0)站因儀器汰換，於2011/11/1更變為(C1F9B1)站。,C1F9B0,　
C1F9C1,白冷,610,120.9299,24.1828,臺中市,和平區天輪里天輪巷42號(臺中市和平區白冷國民小學校園內),2011/11/01,　,原(C1F9C0)站因儀器汰換，於2011/11/1更變為(C1F9C1)站。,C1F9C0,　
C1F9D1,白毛台,639,120.8869,24.1583,臺中市,新社區福興里福民路13號旁,2011/11/01,　,原(C1F9D0)站因儀器汰換，於2011/11/1更變為(C1F9D1)站。,C1F9D0,　
C1F9E1,龍安,563,120.832,24.1605,臺中市,新社區中和里內(距龍安橋約1.2k處),2011/11/01,　,原(C1F9E0)站因儀器汰換，於2011/11/1更變為(C1F9E1)站。,C1F9E0,　
C1F9F1,伯公龍,500,120.849,24.2724,臺中市,東勢區勢林街(宏覺寺旁),2011/11/01,　,原(C1F9F0)站因儀器汰換，於2011/11/1更變為(C1F9F1)站。,C1F9F0,　
C1F9G1,慶福山,810,120.8484,24.1809,臺中市,東勢區(台8線10.5k往馬鞍農場方向.車程約半小時),2011/11/01,　,原(C1F9G0)站因儀器汰換，於2011/11/1更變為(C1F9G1)站。,C1F9G0,　
C1F9H1,烏石坑,930,120.9458,24.2791,臺中市,和平區大安溪事業區第122林班之烏石坑苗圃內,2011/11/01,　,原(C1F9H0)站因儀器汰換，於2011/11/1更變為(C1F9H1)站。,C1F9H0,　
C1F9J1,清水林,723,120.8204,24.0712,臺中市,太平區136縣道9.5k處旁約500公尺,2011/11/01,　,原(C1F9J0)站因儀器汰換，於2011/11/1更變為(C1F9J1)站。,C1F9J0,　
C1F9W0,德基,1970,121.1903,24.2548,臺中市,和平區台8甲線69-70k處，彎入勝利路接翠巒產業道路約6.2km，路邊白色水塔旁,2011/11/01,　,　,　,　
C1G690,下水埔,110,120.5676,23.8161,彰化縣,溪州鄉榮光村國光路1號(退輔會工程事業材料處彰化工廠),1992/07/01,　,本站於2015/4/1起進行儀器汰換，並於2015/7/1完成驗收。,　,　
C1H000,翠峰,2454,121.2052,24.1094,南投縣,仁愛鄉大同村仁和路136號(臺14甲線19-19.5k處的長途通信機房旁),1992/07/01,　,本站於2015/7/27起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1H860,瑞岩,1840,121.1835,24.1238,南投縣,仁愛鄉,1992/05/01,　,本站於2015/7/29起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1H900,清流,934,120.963,24.0808,南投縣,仁愛鄉互助村,1992/05/01,　,本站於2015/7/24起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1H920,長豐,736,120.8799,24.102,南投縣,國姓鄉長豐村東二巷71號(仙徠山莊內),1992/05/01,　,原名為長福，於2015/9/1更名為長豐。本站於2015/9/1起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1H941,雙冬,630,120.8022,23.9674,南投縣,草屯鎮雙冬里,2011/11/01,　,原(C1H940)站因儀器汰換，於2011/11/1更變為(C1H941)站。,C1H940,　
C1H971,六分寮,428,120.6378,23.9251,南投縣,南投市鳳鳴里八卦路831號(南投縣政府消防局第一大隊鳳鳴分隊),2011/11/01,　,原(C1H970)站因儀器汰換，於2011/11/1更變為(C1H971)站。2017/3/1短距離移位施工。原址為鳳鳴里八卦路894號(西嶺國小校門口對面)，2017/4/1啟用,C1H970,　
C1H9B1,阿眉,1710,120.9947,24.1263,南投縣,仁愛鄉(水利局雨量站旁),2011/11/01,　,原(C1H9B0)站因儀器汰換，於2011/11/1更變為(C1H9B1)站。,C1H9B0,　
C1I020,萬大,1120,121.1323,23.9798,南投縣,仁愛鄉親愛村萬大水庫宿舍旁,1992/07/01,　,本站於2015/8/11起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I030,武界,948,121.0525,23.9132,南投縣,仁愛鄉法治村,1992/07/01,　,本站於2015/8/14起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I050,丹大,2568,121.1411,23.7537,南投縣,信義鄉丹大事業區第10林班地(瞭望臺旁),1992/07/01,　,自2006年起，設備不再維護，暫時停止觀測。本站於2015/3/28起進行儀器汰換，並於2015/7/1完成驗收。,　,　
C1I070,和社,825,120.8889,23.5911,南投縣,信義鄉中橫同富村同和巷47號和社分社觀測坪內,1992/07/01,　,本站於2015/9/14起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I101,溪頭,1810,120.8076,23.6618,南投縣,鹿谷鄉內湖村森林巷溪頭林營區(鳳凰山瞭望台旁),2011/11/01,　,原(C1I100)站因儀器汰換，於2011/11/1更變為(C1I101)站。,C1I100,　
C1I121,大鞍,1515,120.76,23.6784,南投縣,竹山鎮樟空倫山之三角點附近,2011/11/01,　,原(C1I120)站因儀器汰換，於2011/11/1更變為(C1I121)站。,C1I120,　
C1I131,桶頭,311,120.6541,23.6419,南投縣,竹山鎮鯉南路338號旁,2011/11/01,　,原(C1I130)站因儀器汰換，於2011/11/1更變為(C1I131)站。,C1I130,　
C1I140,卡奈托灣,1700,121.0879,23.7544,南投縣,信義鄉丹大事業區第16林班地,1993/03/01,　,本站於2015/4/1起進行儀器汰換，並於2015/7/1完成驗收。,　,　
C1I150,青雲,393,120.9494,23.7934,南投縣,信義鄉地利村5鄰開信巷98-3號旁,1993/03/01,　,本站於2015/9/11起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I201,中心崙,677,120.7121,23.7287,南投縣,竹山鎮之中心崙林道4.1km處,2011/11/01,　,原(C1I200)站因儀器汰換，於2011/11/1更變為(C1I201)站。,C1I200,　
C1I211,蘆竹湳,529,120.812,23.934,南投縣,中寮鄉清水村龍林巷4鄰58之6號旁,2011/11/01,　,原(C1I210)站因儀器汰換，於2011/11/1更變為(C1I211)站。,C1I210,　
C1I220,樟湖,1098,120.847,23.9053,南投縣,國姓鄉147縣道9km處與站址直線距離約1.6km,2002/08/01,　,本站於2015/9/8起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I230,九份二山,837,120.845,23.9619,南投縣,國姓鄉南港村九份二山上(921地震紀念公園內),2002/08/01,　,更正座標。本站於2015/7/23起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I240,外大坪,725,120.9179,23.9587,南投縣,埔里鎮種瓜路(投68)路口至站址車程約20分鐘,2002/08/01,　,本站於2015/7/20起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I250,鯉潭,732,120.9911,23.9619,南投縣,埔里鎮埔里高工旁中心路2km處,2002/08/01,　,原名為埔里，於2015/8/17更名為鯉潭。本站於2015/8/17起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I260,北坑,601,121.0069,23.9246,南投縣,埔里鎮麒麟里4鄰武界路31號旁,2002/08/01,　,本站於2015/8/7起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I280,埔中,439,120.6426,23.8208,南投縣,名間鄉埔中村11之3號後面,2002/08/01,　,本站於2015/9/9起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I290,豐丘,1151,120.8874,23.6682,南投縣,信義鄉豐丘村豐丘產業道路末端,2002/08/01,　,本站於2015/9/17起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I310,西巒,1033,120.884,23.7545,南投縣,南投縣信義鄉台21線道之人倫林道9.5k處,2002/08/01,　,更正座標。本站於2015/8/21起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I320,奧萬大,1275,121.1786,23.953,南投縣,仁愛鄉奧萬大森林遊樂區內(員工宿舍),2002/08/01,　,短距離移位。本站於2015/8/19起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I330,楓樹林,1266,121.0761,23.9868,南投縣,仁愛鄉埔里事業區107林班地(臺14線近埔里市區),2002/08/01,　,本站於2015/8/3起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I340,新興橋,897,120.8687,23.5633,南投縣,信義鄉臺21線新興橋附近,2002/08/01,　,本站於2015/9/15起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1I400,凌霄,1399,121.0045,24.0188,南投縣,仁愛鄉守城段4地號,2016/01/01,　,　,　,　
C1I430,翠華,2415,121.2243,24.192,南投縣,仁愛鄉翠華村華岡段70地號內,2016/01/01,　,　,　,　
C1I440,新高口,2540,120.8789,23.4787,南投縣,信義鄉新高口(臺18線約107.5k處路旁，對高岳營林區第31林班446號林地內),1992/05/01,　,原(C1M440)站因縣市代碼不符，於2015/4/13重新編碼為(C1I440)站。本站於2015/10/2起進行儀器汰換，並於2015/12/31完成驗收。,C1M440,　
C1I450,望鄉山,3025,120.9443,23.5942,南投縣,信義鄉巒大事業區第131林班內(郡大林道約32K附近，望鄉山三角點旁),2016/01/01,　,　,　,　
C1I470,杉林溪,1680,120.7864,23.6395,南投縣,竹山鎮大鞍里(杉林溪森林生態渡假園區收費亭附近，向欣谷碑旁),2016/01/01,　,　,　,　
C1I500,大尖山,2017,120.9949,23.8586,南投縣,仁愛鄉大尖山,2016/01/01,　,　,　,　
C1I510,線浸林道,1208,120.833,23.7615,南投縣,鹿谷鄉線浸林道11k附近,2016/01/01,　,　,　,　
C1K540,口湖,15,120.1805,23.5853,雲林縣,口湖鄉口湖村中正路一段280號(口湖消防分隊),2016/01/01,　,　,　,　
C1M390,龍美,1090,120.6544,23.4067,嘉義縣,番路鄉公興村隆美地區(舊地名為瀨頭)私人茶園內,1988/12/01,　,本站於 2013/4/27 進行儀器汰換，並於2013/8/1完成驗收。,　,　
C1M400,菜瓜坪,369,120.5761,23.2519,嘉義縣,大埔鄉西興村,1988/12/01,　,本站於 2013/4/18 進行儀器汰換，並於2013/8/1完成驗收。,　,　
C1M480,獨立山,798,120.6078,23.537,嘉義縣,竹崎鄉(阿里山鐵路獨立山站旁獨立山之三角點),1993/03/01,　,原名為樟腦寮，於2015/7/15更名為獨立山。本站於2015/7/13起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1M570,大湖,728,120.6202,23.475,嘉義縣,番路鄉大湖村五鄰下坪8號(嘉義縣番路鄉大湖國民小學內),1993/03/01,　,原大湖(C1M57)站因觀測位置不佳，故於2015/7/1遷移至原址鄰近旁建物樓頂並進行儀器汰換。,　,　
C1M600,頭凍,986,120.6033,23.4064,嘉義縣,番路鄉阿里山公路23k處轉入興社產業道路盡頭,2002/08/01,　,本站於2015/7/2起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1M610,石磐龍,1083,120.6635,23.4966,嘉義縣,竹崎鄉光華村,2002/08/01,　,本站於2015/6/11起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1M620,瑞里,1252,120.6752,23.5451,嘉義縣,梅山鄉瑞里派出所旁小路至站址(公墓旁)車程約10分鐘,2002/08/01,　,本站於2015/7/6起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1N001,沙崙,24,120.3094,22.9355,臺南市,歸仁區沙崙里184號北沙崙農場,2013/08/01,　,原(C1N000)站因儀器汰換，於2013/8/1更變為(C1N001)站。,C1N000,　
C1O850,環湖,44,120.4186,23.1486,臺南市,大內區頭社里10號(大內國小鳴頭分校內),1988/12/01,　,本站於 2013/4/26 進行儀器汰換，並於2013/8/1完成驗收。,　,　
C1O870,大棟山,1249,120.5223,23.3116,臺南市,白河區大棟山三角點,1988/12/01,　,　,　,　
C1O880,關山,223,120.5941,23.1734,臺南市,南化區關山里西阿里山關83號(瑞峰國小附近),1988/12/01,　,本站於 2013/4/16 進行儀器汰換，並於2013/8/1完成驗收。,　,　
C1O921,楠西,115,120.4841,23.1835,臺南市,楠西區中興路107號(楠西國民中學內),2013/04/18,　,原(C1O920)站因儀器汰換，於2013/4/18更變為(C1O921)站。,C1O920,　
C1R110,口社,110,120.6452,22.7701,屏東縣,三地門鄉口社村5鄰信義巷58-5號,1992/05/01,　,本站於2013/9/3進行儀器汰換，並於2013/12/1完成驗收。,　,　
C1R120,上德文,820,120.7044,22.7633,屏東縣,三地門鄉德文村口之公墓旁,1992/05/01,　,本站於 2013/6/5 進行儀器汰換，並於2013/8/1完成驗收。,　,　
C1R201,龍泉,63,120.602,22.6671,屏東縣,內埔鄉龍泉村原勝路6號(崇文國民小學內),2013/08/01,　,原(C1R200)站因儀器汰換，於2013/8/1更變為(C1R201)站。,C1R200,　
C1R250,力里,92,120.6292,22.4281,屏東縣,春日鄉七佳村自強一路92號(力里國民小學內),1997/07/01,　,本站因儀器汰換，自2013/8/27起暫停資料提供，並於2013/12/1完成驗收。,　,　
C1R290,石門山,260,120.7566,22.1126,屏東縣,牡丹鄉石門古戰場(恆春事業區29林班地),1997/12/20,　,　,　,　
C1R300,旭海,13,120.8877,22.1946,屏東縣,牡丹鄉旭海村6號(旭海分駐所對面平地上),1997/07/01,　,　,　,　
C1R320,車城,7,120.7162,22.0744,屏東縣,車城鄉福興村中山路66號(車城國民小學操場旁),1997/07/01,　,　,　,　
C1R330,枋山,9,120.6611,22.2469,屏東縣,枋山鄉中山路三段52號加祿國小成功分班內（廢校中）,1997/07/01,　,　,　,　
C1R340,牡丹,230,120.7926,22.13,屏東縣,牡丹鄉恆春事業區第二五林班(199縣道23k-23.5k間之側坡地上),1997/07/01,　,原(C0R340)站於1999/4/12變更為(C1R340)站。,C0R340,　
C1R440,大漢山,1654,120.7532,22.4053,屏東縣,春日鄉大漢山頂,2012/01/01,　,　,　,　
C1R610,西大武山,1828,120.7322,22.6177,屏東縣,泰武鄉北大武山步道2.6k,2013/12/01,　,　,　,　
C1S620,土阪,122,120.8876,22.4531,臺東縣,達仁鄉土阪村1鄰10號(土阪國民小學操場旁),1997/07/01,　,　,　,　
C1S630,都蘭,23,121.228,22.8784,臺東縣,東河鄉都蘭村431號(都蘭國民小學操場旁),1997/07/01,　,　,　,　
C1S660,下馬,794,121.07,23.1502,臺東縣,海端鄉廢棄下馬派出所旁,1997/07/01,　,　,　,　
C1S670,摩天,1580,121.027,23.1995,臺東縣,海端鄉(省道臺20線169K福德宮後方),1997/07/01,　,　,　,　
C1S800,華源,80,121.0233,22.6579,臺東縣,太麻里鄉華源村,2004/06/01,　,　,　,　
C1S820,金峰,177,120.9332,22.591,臺東縣,金峰鄉嘉蘭村嘉蘭國小旁,2004/06/01,　,　,　,　
C1S850,豐南,489,121.2624,23.1221,花蓮縣,富里鄉豐南村花82縣道盡頭叉路1k旁,2012/01/01,　,　,　,　
C1S860,利嘉,516,121.0505,22.8094,臺東縣,卑南鄉利嘉林道6k附近梅子園,2012/01/01,　,　,　,　
C1S870,南美山,222,121.3823,23.1503,臺東縣,成功鎮南美山產業道路盡頭柑橘園,2012/01/01,　,　,　,　
C1S880,壽卡,474,120.8589,22.2389,臺東縣,達仁鄉(大武事業區第48林班內)電信轉播站後方,1997/07/01,　,原(C1R310)站因縣市代碼不符，於2015/4/13重新編碼為(C1S880)站。,C1R310,　
C1T800,洛韶,1260,121.454,24.2046,花蓮縣,秀林鄉富世村中橫公路洛韶11號旁,1996/01/01,　,　,　,　
C1T810,慈恩,2049,121.3884,24.192,花蓮縣,秀林鄉富世村關原路3號(救國團慈恩山莊),1996/01/01,　,　,　,　
C1T830,布洛灣,675,121.5713,24.1718,花蓮縣,秀林鄉布洛灣地區(布洛灣遊客中心圓環之廣場旁邊),1996/01/01,　,　,　,　
C1T910,東壙,653,121.4047,23.8536,花蓮縣,萬榮鄉西林村1-1號(榮民工程處蔣公銅像旁),1996/01/01,　,因道路中斷久未修復，自2005年起暫時停止觀測。,　,　
C1T920,中興,68,121.4987,23.7695,花蓮縣,壽豐鄉中興大橋橋頭旁,1996/01/01,　,本站於2017/4/13起進行儀器汰換。,　,　
C1T940,大觀,539,121.3731,23.7142,花蓮縣,萬榮鄉(往臺16線過管制哨約12k處),1996/01/01,　,本站於2017/5/9起進行儀器汰換，於2017/6/3完成驗收。,　,　
C1T950,太安,1050,121.3701,23.6667,花蓮縣,萬榮鄉太田事業區128林班地(馬太鞍苗圃),1996/01/01,　,本站於2017/4/17起進行儀器汰換，於2017/6/3完成驗收。,　,　
C1T970,大農,183,121.4133,23.6152,花蓮縣,光復鄉花蓮糖廠之大農農場內(大農段691號),1996/01/01,　,本站於2017/4/29起進行儀器汰換，於2017/6/3完成驗收。,　,　
C1T980,龍澗,1306,121.4113,24.0233,花蓮縣,秀林鄉龍澗發電廠旁,1996/01/01,　,　,　,　
C1T990,高寮,128,121.3568,23.3942,花蓮縣,玉里鎮觀音里15鄰9號(觀音國民小學校園內),1997/07/01,　,　,　,　
C1U501,牛鬥,280,121.5737,24.6378,宜蘭縣,大同鄉牛鬥地區,1996/01/01,　,原(C1U500)站因儀器汰換，於1996/1/1更變為(C1U501)站。,C1U500,　
C1U511,古魯,492,121.6716,24.5716,宜蘭縣,大同鄉(羅東事業區第58林班內),1996/01/01,　,原(C1U510)站因儀器汰換，於1996/1/1更變為(C1U511)站。,C1U510,　
C1U580,北關,8,121.8734,24.9072,宜蘭縣,頭城鎮(北關海防班哨旁),1996/01/01,　,　,　,　
C1U610,大礁溪,268,121.6783,24.786,宜蘭縣,礁溪鄉二結村1鄰9-1號(國立宜蘭大學實驗林場),1996/01/01,　,　,　,　
C1U630,再連,140,121.6794,24.7151,宜蘭縣,員山鄉內城湖旁之山上果園,1996/01/01,　,　,　,　
C1U660,三星,103,121.6544,24.6706,宜蘭縣,三星鄉月眉街(三星鄉運動公園),1996/01/01,　,　,　,　
C1U670,寒溪,147,121.7167,24.6342,宜蘭縣,冬山鄉大進村大進七路51號(大進國民小學校園內),1996/01/01,　,　,　,　
C1U690,新寮,101,121.7513,24.6256,宜蘭縣,冬山鄉中山瀑布附近,1996/01/01,　,　,　,　
C1U720,南山,1260,121.3817,24.4374,宜蘭縣,大同鄉南山村4鄰埤南巷31-3號(南山國民小學內),1996/01/01,　,　,　,　
C1U830,烏石鼻,618,121.8394,24.4827,宜蘭縣,蘇澳鎮之烏石鼻(南澳事業區第10鄰班地上),2011/01/01,　,　,　,　
C1U840,東澳嶺,750,121.8485,24.5378,宜蘭縣,南澳鄉,2011/07/01,　,　,　,　
C1U850,觀音海岸,665,121.7786,24.3832,宜蘭縣,南澳鄉之林務局羅東林區管理處和平事業區91林班,2011/07/01,　,　,　,　
C1U860,頭城,5,121.8308,24.8532,宜蘭縣,頭城鎮協天路468號(中華電信頭城海纜站內),2015/06/01,　,　,　,　
C1V160,達卡努瓦,1040,120.7053,23.2798,高雄市,那瑪夏區達卡努瓦里,1992/05/01,　,原名為民生(達卡努瓦)，於2015/10/13更名為達卡努瓦。本站於2015/10/13起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1V170,排雲,3690,120.9541,23.4636,高雄市,桃源區排雲山莊往南峰方向步行約6小時(登山口-8.5k排雲山莊-1.5k測站),1992/05/01,　,本站於2015/11/3起進行儀器汰換，並於2015/12/31完成驗收。,　,　
C1V190,南天池,2700,120.9118,23.274,高雄市,桃源區長春祠旁之步道步行約50分鐘,1992/05/01,　,本站於2015/10/26起進行儀器汰換，並於2015/12/31完成驗收。,　,　
